Datum,IntensivbettenGesamt,IntensivbettenBelegt,IntensivBettenFrei,COVID19FaelleAktuell,COVID19FaelleBeatmet,Quelle
1633119316,25084,21304,3780,1357,787,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633122912,25080,21302,3778,1356,786,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633126508,25075,21292,3783,1356,786,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633130115,25074,21291,3783,1356,786,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633133713,25071,21290,3781,1355,787,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633137310,25068,21276,3792,1355,787,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633140918,25064,21249,3815,1351,785,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633144513,25032,21206,3826,1357,790,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633148110,24990,21116,3874,1344,790,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633148110,24935,21062,3873,1346,790,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633155309,24885,20954,3931,1342,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633158911,24858,20931,3927,1335,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633162514,24845,20921,3924,1334,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633166115,24849,20927,3922,1335,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633169714,24849,20916,3933,1333,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633173315,24847,20915,3932,1333,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633176916,24849,20908,3941,1333,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633184110,24847,20905,3942,1332,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633187712,24847,20905,3942,1334,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633191312,24847,20904,3943,1334,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633194914,24847,20907,3940,1335,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633198515,24847,20910,3937,1335,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633205708,24848,20880,3968,1335,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633209309,24844,20878,3966,1335,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633212910,24844,20882,3962,1335,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633216515,24844,20887,3957,1334,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633223714,24847,20879,3968,1335,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633227316,24848,20876,3972,1329,790,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633230908,24834,20816,4018,1325,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633234512,24824,20749,4075,1331,790,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633238114,24800,20680,4120,1332,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633241714,24791,20631,4160,1338,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633245313,24786,20620,4166,1335,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633248915,24788,20614,4174,1337,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633252513,24790,20606,4184,1335,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633256113,24791,20606,4185,1335,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633259714,24791,20605,4186,1336,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633263312,24791,20605,4186,1335,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633266912,24791,20602,4189,1335,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633270512,24791,20602,4189,1333,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633274110,24792,20602,4190,1333,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633281310,24794,20608,4186,1335,792,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633292108,24791,20603,4188,1335,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633295708,24789,20607,4182,1336,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633299315,24790,20607,4183,1336,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633302913,24790,20601,4189,1336,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633306512,24791,20610,4181,1334,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633310113,24790,20617,4173,1333,787,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633313709,24818,20609,4209,1333,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633317313,24868,20645,4223,1342,786,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633320911,24956,20687,4269,1346,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633324514,24998,20706,4292,1350,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633328110,25027,20720,4307,1347,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633328110,25038,20738,4300,1348,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633335315,25042,20737,4305,1350,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633338911,25042,20737,4305,1351,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633338911,25041,20731,4310,1351,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633346114,25041,20731,4310,1352,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633349710,25042,20732,4310,1352,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633353317,25041,20734,4307,1352,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633360510,25041,20734,4307,1353,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633364116,25041,20735,4306,1353,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633378511,25041,20736,4305,1353,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633382108,25043,20743,4300,1352,794,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633385713,25043,20745,4298,1352,794,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633385713,25045,20743,4302,1352,794,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633392910,25049,20745,4304,1351,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633396515,25050,20751,4299,1352,796,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633400109,25062,20806,4256,1355,801,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633403714,25069,20870,4199,1356,802,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633407313,25089,21012,4077,1367,799,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633410908,25121,21161,3960,1362,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633414513,25130,21220,3910,1362,795,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633414513,25133,21266,3867,1359,790,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633421712,25137,21273,3864,1361,790,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633425308,25135,21285,3850,1363,790,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633428913,25136,21281,3855,1361,789,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633432510,25136,21283,3853,1364,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633436115,25136,21284,3852,1363,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633439711,25138,21283,3855,1363,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633443318,25138,21283,3855,1362,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633446911,25138,21284,3854,1362,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633454110,25138,21288,3850,1362,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633457715,25138,21290,3848,1362,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633464914,25144,21277,3867,1363,789,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633468509,25145,21281,3864,1362,789,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633472114,25142,21286,3856,1363,789,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633475709,25141,21283,3858,1363,789,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633479313,25145,21283,3862,1361,789,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633482913,25146,21293,3853,1361,791,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633486511,25143,21284,3859,1359,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633490109,25144,21322,3822,1358,782,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633493718,25194,21354,3840,1355,786,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633497310,25194,21380,3814,1358,782,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633500908,25191,21421,3770,1359,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633504515,25195,21403,3792,1356,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633508111,25193,21402,3791,1356,781,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633511708,25193,21400,3793,1355,781,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633515314,25206,21407,3799,1354,779,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633518910,25213,21411,3802,1355,779,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633522516,25209,21403,3806,1357,780,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633526113,25209,21406,3803,1358,780,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633529708,25210,21407,3803,1358,780,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633536911,25210,21408,3802,1358,780,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633547709,25210,21406,3804,1358,780,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633551315,25210,21391,3819,1358,779,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633554911,25211,21392,3819,1358,779,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633558508,25211,21396,3815,1358,779,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633562113,25212,21396,3816,1358,779,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633565709,25212,21398,3814,1362,780,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633569315,25211,21402,3809,1365,781,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633572912,25206,21385,3821,1375,780,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633576508,25202,21372,3830,1367,771,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633580117,25201,21395,3806,1375,761,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633583712,25196,21436,3760,1374,761,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633587309,25184,21437,3747,1380,760,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633590915,25190,21446,3744,1373,756,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633594513,25189,21450,3739,1376,757,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633598110,25191,21455,3736,1375,758,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633601717,25191,21464,3727,1374,758,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633605314,25191,21463,3728,1374,758,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633608910,25186,21457,3729,1374,758,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633612516,25186,21466,3720,1375,759,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633616113,25186,21467,3719,1375,759,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633630509,25187,21465,3722,1376,759,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633634115,25186,21461,3725,1376,759,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633637712,25186,21460,3726,1376,759,https://www.intensivregister.de/api/public/reporting/laendertabelle
